d_page	han	count	roman_raw	code	tone	tone_src	sni	raw
403	遂	3	hong	hong5	5	十五音聲調	下平	"7-3-3159 遂0003 hong"" 2-36 公喜下卒hong"
403	蒙	14	bong	bong5	5	十五音聲調	下平	"1-321 蒙0014 bong""# 2-35 公門下至bong"
403	濠	1	bong	bong5	5	十五音聲調	下平	"7-2-7055 濠0001 bong""# 2-35 公門下卒bong"
403	蠔	1	bong	bong5	5	十五音聲調	下平	"7-3-2268 蠔0001 bong""# 2-35 公門下平bong"
403	薪	1	bong	bong5	5	十五音聲調	下平	7-3-3693 薪0001 2-35 公門下平bong
403	束	61	tong	tong1	1	十五音聲調	上平	"1-186 束0061 tong""# 2-18 公地上平tong"
403	辣	1	tong	tong3	3	十五音聲調	上去	"7-1-68 辣0001 tong""# 2-26 公地上去|tong"
403	通	34	thong	thong1	1	十五音聲調	上平	"1-393 通0034 thong""# 2-19 公他上卒thong"
403	同	109	tong	tong5	5	十五音聲調	下平	"1-318 同0109 tong""# 2-33 公地下平tong"
403	櫚	14	tong	tong5	5	十五音聲調	下平	"6-13-1533 榈0014 tong""# 2-33 公地下平tong"
403	童	16	tong	tong5	5	十五音聲調	下平	"1-1143 童0016 tong""# 2-33 公地下平tong"
403	銅	6	tong	tong5	5	十五音聲調	下平	"7-1-3464 铜0006 tong"" 2-33 公地下平tong"
403	瞳	2	tong	tong5	5	十五音聲調	下平	"7-2-5196 瞳0002 tong""# 2-33 公地下卒tong"
403	侗	1	tong	tong5	5	十五音聲調	下平	5-8-431 侗0001 tong.. 2-33 公地下卒tong
403	全	1	tong	tong5	5	十五音聲調	下平	"7-3-2410 全0001 tong""# 2-33 公地下平tong"
403	公	260	kong	kong1	1	十五音聲調	上平	"1-441 公0260 kong""# 2-17 公求上卒kong"
403	功	38	kong	kong1	1	十五音聲調	上平	"1-1227 功0038 kong""# 2-17 公求上平kong"
403	攻	13	kong	kong1	1	十五音聲調	上平	"6-9-2298 攻0013 kong""# 2-17 公求上卒kong"
403	空	17	khong	khong1	1	十五音聲調	上平	"5-11-484 空0017 khong""# 2-18 公去上平khong"
403	控	2	khong	khong1	1	十五音聲調	上平	"5-8-436 控0002 khong""# 2-18 公去上平khong"
403	蔓	1	cong	tsong1	1	十五音聲調	上平	7-4-2367 蔓0001 cong 2-19 公上卒|cong
403	匆	2	chong	tshong1	1	十五音聲調	上平	"7-3-2056 匆0002 chong""# 2-20 公出上卒chong"
403	慈	1	chong	tshong1	1	十五音聲調	上平	"7-2-1837 慈0001 chong"" 2-20 公出上卒chong"
403	聰	6	chong	tshong1	1	十五音聲調	上平	"5-16-620 聪0006 chong""# 2-20 公出上平[chong"
403	薇	2	chong	tshong5	5	十五音聲調	下平	"6-7-1104 薇0002 chong"" 2-34 公会下平cong"
403	洪	7	hong	hong5	5	十五音聲調	下平	"2-7 洪0007 hong"" 2-36 公喜下卒hong"
403	虹	4	hong	hong5	5	十五音聲調	下平	"7-4-4499 虹0004 hong""# 2-36 公喜下平hong"
403	鴻	7	hong	hong5	5	十五音聲調	下平	"7-2-1371 鸿0007 hong""# 2-36 公喜下卒hong"
403	瑞	1	long	long5	5	十五音聲調	下平	"7-3-3406 瑞0001 long""# 2-32 公柳下平[ong"
403	崇	14	cong	tsong5	5	十五音聲調	下平	"6-4-2429 崇0014 cong""# 2-34 公會下平cong"
403	風	60	hong	hong1	1	十五音聲調	上平	"1-465 風0060 hong""# 2-21 公喜上平hong"
403	樓	1	pong	pong1	1	十五音聲調	上平	"7-1-2700 楼0001 pong"" 2-21 公喜上平hong -h"
403	中	196	tiong	tiong1	1	十五音聲調	上平	"6-9-2212 中0196 tiong""# 3-48 恭地上卒tiong"
403	忠	43	tiong	tiong1	1	十五音聲調	上平	"1-312 忠0043 tiong""# 3-48 恭地上李iong"
404	衝	6	chiong	tshiong1	1	十五音聲調	上平	"7-2-1543 冲0006 chiong""# 3-50 恭出上卒chiong"
404	弓	20	kiong	kiong1	1	十五音聲調	上平	"5-6-14 弓0020 kiong""# 3-49 蒸求上卒kiong"
404	鄂	12	kiong	kiong1	1	十五音聲調	上平	5-20-17 鄂0012 3-49 恭求上平kiong
404	彎	2	kiong	kiong1	1	十五音聲調	上平	"7-1-190 弯0002 kiong""# 3-49 恭去上卒khiong -kh"
404	第	33	kiong	kiong5	5	十五音聲調	下平	"1-180 第0033 kiong""# 3-59 恭求下卒kiong"
404	路	56	ciong	tsiong1	1	十五音聲調	上平	"1-339 路0056 ciong""# 3-50 恭鲁上卒ciong"
404	鑫	1	ciong	tsiong1	1	十五音聲調	上平	"7-2-431 鑫0001 ciong"" 3-49 恭鲁上卒ciong"
404	充	29	chiong	tshiong1	1	十五音聲調	上平	"4-299 充0029 chiong""# 3-50 恭出上平chiong"
404	雄	24	hiong	hiong5	5	十五音聲調	下平	"1-912 雄0024 hiong""# 3-61 恭喜下卒hiong"
404	熊	6	him	him5	5	十五音聲調	下平	"6-11-1622 熊0006 him"" 1-53 金喜下卒him"
404	隆	3	liong	liong5	5	十五音聲調	下平	"7-1-146 隆0003 liong""# 3-59 恭柳下卒[liong"
404	戎	10	jiong	jiong5	5	十五音聲調	下平	"7-1-4167 戎0010 jiong""# 3-60 恭入下卒jiong"
404	嵩	3	siong	siong1	1	十五音聲調	上平	"7-1-923 嵩0003 siong"" 3-50 恭時上卒siong"
404	董	5	tong	tong2	2	十五音聲調	上上	"7-2-1327 董0005 tong"" [2-22 公地上上|tong"
404	動	36	tong	tong7	7	十五音聲調	下去	"42151 動0036 tong""# 2-38 公地下去tong"
404	徑	1	khong	khong2	2	十五音聲調	上上	"7-3-587 径0001 Khong"" 2-22 公去上上khong"
404	傻	1	chong	tshong2	2	十五音聲調	上上	"7-3-588 傻0001 chong"" 2-23 公會上上cong"
404	懿	17	cong	tsong2	2	十五音聲調	上上	7-1-2805 懿0017 cong 2-23 公會上上cong
404	汞	1	hong	hong7	7	十五音聲調	下去	"7-4-3388 汞0001 hong""# 2-39 公喜下去|hong"
404	箭	3	long	long2	2	十五音聲調	上上	"7-4-5114 箭0003 long""# 2-22 公柳上上ong"
404	速	4	tong	tong3	3	十五音聲調	上去	"6-1-948 速0004 tong"" 2-26 公地上去tong"
404	棟	3	tong	tong3	3	十五音聲調	上去	"7-3-3746 棟0003 tong""# 2-26 公地上去ltong"
404	痛	6	thong	thong3	3	十五音聲調	上去	"6-11-2004 痛0006 thong""# 2-27 公他上去thong"
404	洞	4	tong	tong7	7	十五音聲調	下去	"2-639 洞0004 tong"" 2-38 公地下去tong"
404	衡	4	tong	tong7	7	十五音聲調	下去	"5-11-224 衡0004 tong"" 2-38 公地下去|tong"
404	貢	60	kong	kong3	3	十五音聲調	上去	"5-3-390 貢0060 kong""# 2-26 公求上去kong"
404	送	13	song	song3	3	十五音聲調	上去	"5-10-449 送0013 song"" 2-27 公時上去song"
404	翼	1	hang	hang7	7	十五音聲調	下去	"6-2-2253 翼0001 hang""# 2-39 公喜下去hong ong~7"
404	哄	1	hang	hang7	7	十五音聲調	下去	7-3-739 哄0001 hang 2-39 公喜下去hong →ong
404	弄	7	long	long7	7	十五音聲調	下去	"7-3-1766 弄0007 long""# 2-37 公柳下去long"
404	昌	1	hong	hong3	3	十五音聲調	上去	"7-3-6042 昌0001 hong""# 2-28 公喜上去|hong -3"
404	蘿	16	bong	bong7	7	十五音聲調	下去	"7-2-1397 萝0016 bong""# 2-39 公門下去bongi"
404	中	23	tiong	tiong3	3	十五音聲調	上去	"4-2411 中0023 tiong""# 3-54 恭地上去tiong"
404	仲	88	tiong	tiong7	7	十五音聲調	下去	"5-5-506 仲0088 tiong""# 3-62 恭地下去tiong"
404	款	50	ciong	tsiong3	3	十五音聲調	上去	"3-1599 款0050 ciong""# 3-54 恭鲁上去ciong"
405	模	2	phok	phok4	4	十五音聲調	上入	"7-1-3007 模0002 phok"" 2-29 公顾上入phok"
405	煲	9	pok	pok8	8	十五音聲調	下入	"5-13-343 煲0009 pok""# 2-40 公逐下入pok"
405	暴	4	pok	pok8	8	十五音聲調	下入	"6-9-1364 暴0004 pok"" 2-41 公下入phok ""ph"
405	溪	1	ph	ph8	8	十五音聲調	下入	"7-1-1458 溪0001 2-41 公下入phok ""ph"
405	木	62	bok	bok8	8	十五音聲調	下入	2-140 木0062 bok”# 2-42 公門下入 bok'
405	沐	4	bok	bok8	8	十五音聲調	下入	5-14-661 沐0004 bok* 2-42 公門下入 bok'
405	禿	1	thun	thun4	4	十五音聲調	上入	"7-2-3723 秃0001 thun"" 1-11 君他上入 thut' →ut-4"
405	駕	52	tok	tok8	8	十五音聲調	下入	"6-2-1224 駕0052 tok""# 241 公地下入 Itok"
405	渡	1	tok	tok8	8	十五音聲調	下入	"5-14-565 渡0001 tok""# 2-41 公地下入"
405	積	2	itok	itok8	8	十五音聲調	下入	7-3-4616 积0002 2-41 公地下入 Itok'
405	膜	1	thok	thok8	8	十五音聲調	下入	"7-4-371 膜001 thok""# 2-41 公地下入tok"
405	微	4	tok	tok8	8	十五音聲調	下入	"7-4-4257 微0004 tok""# 2-41 公地下入tok"
405	座	1	tok	tok8	8	十五音聲調	下入	"5-9-398 座0001 tok"" 2-41 公地下入|tok"
405	谷	8	kok	kok4	4	十五音聲調	上入	"6-5-2026 谷0008 kok""# 2-28 公求上入kok"
405	毅	28	kok	kok4	4	十五音聲調	上入	"1-225 毅0028 kok""# 2-28 公求上入kok"
405	液	3	kok	kok4	4	十五音聲調	上入	"7-3-476 液0003 kok""# 2-28 公求上入kok"
405	哭	9	khok	khok4	4	十五音聲調	上入	5-7-158 哭0009 2-29 公去上入khok
405	速	16	sok	sok4	4	十五音聲調	上入	"5-13-618 速0016 sok""# 2-30 公时上入sok"
405	屋	16	ok	ok4	4	十五音聲調	上入	"3-926 屋0016 ok""# 2-31 公英上入ok"
405	斜	1	hak	hak8	8	十五音聲調	下入	"7-3-346 斜001 hak""# 5-16 江喜下入hak"
405	鹿	13	lok	lok8	8	十五音聲調	下入	"6-1-174 鹿0013 lok""# 2-40 公柳下入lok"
405	豫	45	ok	ok8	8	十五音聲調	下入	4-1351 豫0045 1ok”# 2-39 公柳下入[1ok
405	囍	1	lok	lok8	8	十五音聲調	下入	7-3-4191 囍0001 lok0 2-40 公柳下入[lok
405	磅	2	loki	loki8	8	十五音聲調	下入	7-1-4140 磅0002 loki 2-39 公柳下入1ok
405	箱	3	siok	siok4	4	十五音聲調	上入	"6-3-748 箱0003 siok""# 3-57 恭时上入siok"
405	路	2	siok	siok4	4	十五音聲調	上入	"5-10-194 路0002 siok""# 3-57 恭時上入siok"
405	幅	1	hok	hok4	4	十五音聲調	上入	"7-3-1461 幅0001 hok""# 2-31 公喜上入(hok"
405	腹	18	hok	hok4	4	十五音聲調	上入	"6-11-2244 腹0018 hok""# 2-31 公喜上入hok"
405	福	11	hok	hok4	4	十五音聲調	上入	"6-3-1839 福0011 hok""# 2-31 公喜上入hok"
405	雙	9	hok	hok4	4	十五音聲調	上入	"4-2588 双0009 hok""# 2-31 公喜上入hok"
405	伏	12	hok	hok8	8	十五音聲調	下入	"6-1-234 伏0012 hok""# 2-43 公喜下入hok"
405	服	76	hok	hok8	8	十五音聲調	下入	"4-1263 服0076 hok""# 2-43 公喜下入hok"
405	復	15	hok	hok8	8	十五音聲調	下入	2-188 復0015 hok# 2-43 公喜下入hok
405	馥	1	hiok	hiok4	4	十五音聲調	上入	7-2-3556 馥0001 3-58 恭喜上入hiok
405	牧	14	bok	bok8	8	十五音聲調	下入	2-596 牧0014 bok”# 2-42 公門下入bok
405	首	1	bok	bok8	8	十五音聲調	下入	7-2-1922 首0001 2-42 公下入bok
406	移	15	bok	bok8	8	十五音聲調	下入	"5-3-39 移0015 bok""# 2-42 公下入[bok"
406	繆	5	bok	bok8	8	十五音聲調	下入	6-4-2020 缪0005 2-42 公門下入bok
406	睦	2	bok	bok8	8	十五音聲調	下入	"2-332 睦0002 bok""# 2-42 公門下入bok"
406	竹	23	tiok	tiok4	4	十五音聲調	上入	"1-261 竹0023 tiok""# 3-56 恭地上入(tiok"
406	第	8	tiok	tiok4	4	十五音聲調	上入	"6-12-2462 第0008 tiok""# 3-56 恭地上入iok"
406	逐	4	tiok	tiok8	8	十五音聲調	下入	7-3-5415 逐0004 3-64 恭地下入 tiok
406	韓	1	tiok	tiok8	8	十五音聲調	下入	"7-1-4030 韩0001 tiok""# 3-64 恭地下入[tiok"
406	訊	1	k	k4	4	十五音聲調	上入	6-9-492 讯0001 2-66 經柳上入k
406	菊	2	kiok	kiok4	4	十五音聲調	上入	7-4-5624 菊0002 3-56 恭求上入kiok
406	超	2	kiok	kiok4	4	十五音聲調	上入	"7-3-2744 超0002 kiok""# 3-56 恭求上入[iok"
406	就	10	ciok	tsiok4	4	十五音聲調	上入	7-1-2844 就0010 ciok# 3-56 恭誉上入|ciok
406	粥	3	ciak	tsiak4	4	十五音聲調	上入	"6-5-249 粥0003 ciak""# 3-56 恭誉上入|ciok"
406	假	1	siok	siok4	4	十五音聲調	上入	2-657 假0001 siok 3-57 恭時上入|siok
406	叔	45	siok	siok4	4	十五音聲調	上入	"2-348 叔0045 siok""# 3-57 恭時上入[siok"
406	藏	5	siok	siok4	4	十五音聲調	上入	"1-219 藏0005 siok""# 3-57 恭時上入|siok"
406	敦	45	siok	siok8	8	十五音聲調	下入	4-3796 敦0045 -7015 3-65 恭時下入|siok
406	墊	1	siok	siok8	8	十五音聲調	下入	"7-2-1905 垫0001 siok""# 3-65 恭時下入/siok"
406	熱	9	siok	siok8	8	十五音聲調	下入	"1-396 热0009 siok""# 3-65 恭時下入|siok"
406	淑	9	siok	siok4	4	十五音聲調	上入	"6-7-1188 淑0009 siok""# 3-57 恭時上入/siok"
406	鬱	2	hiok	hiok4	4	十五音聲調	上入	"5-3-336 郁0002 hiok 3-58 恭喜上入hiok"""
406	澳	1	hiok	hiok4	4	十五音聲調	上入	"3-482 澳0001 hiok""# 3-58 恭喜上入hiok"
406	澳	1	hiok	hiok4	4	十五音聲調	上入	"7-1-2281 澳0001 3-58 恭喜上入hiok"""
406	蓄	1	thiok	thiok4	4	十五音聲調	上入	"7-3-5019 蓄0001 thiok"" 3-58 恭喜上入hiok"
406	六	48	liok	liok8	8	十五音聲調	下入	"5-6-4 六0048 liok""# 3-64 恭柳下入liok"
406	陸	14	liok	liok8	8	十五音聲調	下入	"6-4-832 陆0014 liok""# 3-64 恭柳下入liok"
406	載	4	liok	liok8	8	十五音聲調	下入	"5-5-44 载0004 liok""# 3-64 恭柳下入liok"
406	蓼	1	liok	liok8	8	十五音聲調	下入	7-3-6205 蓼0001 liok 13-64 恭柳下入[liok
406	肉	43	jiok	jiok8	8	十五音聲調	下入	"5-10-385 肉0043 jiok""# 3-65 恭入下入jiok"
406	楚	3	chiok	tshiok4	4	十五音聲調	上入	"6-9-917 楚0003 chiok""# 3-58 恭出上入|chiok"""
406	段	2	siok	siok4	4	十五音聲調	上入	"5-10-52 段0002 siok"" 3-57 恭時上入siok"
406	成	1	chiok	tshiok4	4	十五音聲調	上入	"6-6-2476 成0001 chiok""# 3-58 恭出上入|chiok"
406	登	1	chiok	tshiok4	4	十五音聲調	上入	"6-3-59 登0001 chiok"" 3-58 恭出上入chiok"
406	宿	15	siok	siok4	4	十五音聲調	上入	5-18-364 宿0015 siok'# 3-57 恭時上入siok
406	民	4	siok	siok4	4	十五音聲調	上入	"2-261 民0004 siok"" 3-57 恭時上入siok"
406	蓓	1	siok	siok4	4	十五音聲調	上入	"7-2-1923 蓓001 siok""# 3-57 恭時上入siok"
406	醇	1	siok	siok4	4	十五音聲調	上入	"7-2-6996 醇0001 siok'"" 3-57 恭時上入siok"
406	育	13	iok	iok8	8	十五音聲調	下入	"42639 育0013 iok""# 3-66 恭英下入liok"
406	冬	15	tong	tong1	1	十五音聲調	上平	"1-174 冬0015 tong""# 2-18 公地上平tong"
406	要	19	long	long5	5	十五音聲調	下平	"1-537 要0019 long""# 2-32 公柳下平[long"
406	腰	1	long	long5	5	十五音聲調	下平	"7-3-2300 腰0001 long""# 2-32 公柳下至ong"
407	綜	1	cong	tsong1	1	十五音聲調	上平	"7-2-4081 综0001 cong""# 2-19 公曾上平cong"
407	封	27	hong	hong1	1	十五音聲調	上平	"6-12-1565 封0027 hong""# [2-21 公喜上平hong"
407	豐	1	hong	hong1	1	十五音聲調	上平	"7-2-2417 丰0001 hong"" 2-21 公上平hong"
407	烽	2	hong	hong1	1	十五音聲調	上平	7-4-3833 烽0002 hong. 2-21 公喜上平hong
407	蜂	2	hong	hong1	1	十五音聲調	上平	"7-4-3253 蜂0002 hong""# 2-21 公喜上平hong"
407	肇	4	hong	hong1	1	十五音聲調	上平	"7-1-4475 肇0004 hong""# 2-21 公喜上平hong"
407	逢	10	hong	hong5	5	十五音聲調	下平	"7-1-270 逢0010 hong""# 2-36 公喜下平hong"
407	縫	1	hong	hong5	5	十五音聲調	下平	"7-2-6519 缝0001 hong"" 2-36 公喜下卒hong"
407	漫	1	long	long5	5	十五音聲調	下平	7-3-2253 漫0001 2-32 公柳下平[long
407	供	7	kiong	kiong1	1	十五音聲調	上平	"6-6-1013 供0007 kiong""# 3-49 恭求上平iong"
407	恭	38	kiong	kiong1	1	十五音聲調	上平	"1-300 恭0038 kiong""# 3-49 恭求上卒kiong"
407	蛋	2	khiong	khiong1	1	十五音聲調	上平	"7-4-5435 蛋0002 khiong"" 3-49 恭去上平khiong"
407	緬	12	ciong	tsiong1	1	十五音聲調	上平	"6-4-1794 缅0012 ciong""# 3-49 恭鲁上平|ciong"
407	量	1	tong	tong5	5	十五音聲調	下平	"7-3-3694 量0001 tong""# 2-33 公地下平tong"
407	春	1	cing	tsing1	1	十五音聲調	上平	"7-1-2878 春0001 cing"" 2-58 经含上卒[cing"
407	雍	12	iong	iong1	1	十五音聲調	上平	"1-837 雍0012 iong""# 3-50 恭英上平iong"
407	姿	2	iong	iong1	1	十五音聲調	上平	"6-5-1214 姿0002 iong"" 3-50 恭英上卒liong"
407	避	4	iong	iong1	1	十五音聲調	上平	"7-4-2324 避0004 iong"" 3-50 恭英上平iong"
407	胞	6	hiong	hiong1	1	十五音聲調	上平	"7-2-5225 胞0006 hiong"" 3-51 恭喜上平hiong"
407	容	43	iong	iong5	5	十五音聲調	下平	"3-1817 容0043 iong""# 3-61 恭英下卒liong"
407	龍	50	liong	liong5	5	十五音聲調	下平	"4-3032 龍0050 liong""# 3-59 恭柳下平iong"
407	徙	1	chiong	tshiong1	1	十五音聲調	上平	"4-2416 徙0001 chiong"" 3-50 恭出上平chiong"
407	徒	111	ciong	tsiong5	5	十五音聲調	下平	"4-3378 徒0111 ciong""# 3-60 恭鲁下平ciong"
407	松	10	siong	siong5	5	十五音聲調	下平	"5-3-474 松0010 siong""# 3-60 恭时下卒siong"
407	蓉	1	iong	iong5	5	十五音聲調	下平	"7-4-1545 蓉0001 iong""# 3-61 恭英下平liong"
407	城	1	iong	iong5	5	十五音聲調	下平	"7-2-1495 城0001 iong""# 3-60 恭英下卒iong"
407	擇	3	hong	hong7	7	十五音聲調	下去	"7-2-331 择0003 hong."" 2-39 公喜下去hong"
407	奉	8	hong	hong7	7	十五音聲調	下去	"6-11-1862 奉0008 hong""# 2-39 公喜下去hong"
407	家	5	thiong	thiong2	2	十五音聲調	上上	"5-14-1216 家0005 thiong"" 3-52 恭他上上thiong"
407	壕	1	thiong	thiong2	2	十五音聲調	上上	"7-3-6339 壕0001 thiong"" 3-52 恭他上上thiong"
408	寇	5	thiong	thiong2	2	十五音聲調	上上	"7-4-5939 寇0005 thiong""# 3-52 恭他上上thiong"
408	重	52	tiong	tiong7	7	十五音聲調	下去	"7-4-2854 重0052 tiong""# 3-62 恭地下去|tiong"
408	共	2	iong	iong2	2	十五音聲調	上上	5-10-641 共0002 3-51 恭求上上iong
408	拱	3	iong	iong2	2	十五音聲調	上上	2-110 拱0003 3-51 恭求上上iong
408	恐	30	khiong	khiong2	2	十五音聲調	上上	"6-1-2336 恐0030 khiong""# 3-52 恭去上上khiong"
408	種	5	ciong	tsiong2	2	十五音聲調	上上	"7-1-2725 種0005 ciong""# 3-52 恭誉上上ciong"
408	罐	4	ciong	tsiong2	2	十五音聲調	上上	"6-13-1354 罐0004 ciong""# 3-52 恭鲁上上ciong"
408	攤	4	iong	iong3	3	十五音聲調	上去	"7-1-1479 摊0004 iong"" 3-55 恭英上去iong"
408	擎	1	ong	ong2	2	十五音聲調	上上	7-3-3338 擎0001 2-22 公柳上上ong
408	悚	1	sok	sok2	2	十五音聲調	上上	2-877 悚0001 sok* 3-52 恭時上上siong →iong~2
408	傭	2	iong	iong2	2	十五音聲調	上上	"7-3-907 佣0002 iong"" 3-52 恭英上上iong"
408	勇	38	iong	iong2	2	十五音聲調	上上	"4-1925 勇0038 iong""# 3-53 恭英上上hong"
408	蔬	7	thong	thong2	2	十五音聲調	上上	"1-921 蔬0007 thong""# 2-23 公他上上thong"
408	宋	44	song	song3	3	十五音聲調	上去	"4-3316 宋0044 song""# 2-27 公時上去|song"
408	俸	1	hong	hong7	7	十五音聲調	下去	7-2-1907 俸0001 hong 2-39 公喜下去hong
408	共	25	kiong	kiong7	7	十五音聲調	下去	"5-5-798 共0025 kiong""# 3-62 恭求下去kiong"
408	種	9	ciong	tsiong3	3	十五音聲調	上去	"7-1-3750 種0009 ciong""# 13-54 恭誉上去|ciong"
408	毅	6	chiong	tshiong3	3	十五音聲調	上去	"5-9-156 毅0006 chiong"" 13-55 恭出上去|chiong"
408	徒	1	chiong	tshiong3	3	十五音聲調	上去	"5-3-592 徒0001 chiong"" 3-55 恭出上去|chiong"
408	徙	8	ciong	tsiong7	7	十五音聲調	下去	"5-3-625 徙0008 ciong"" 3-62 恭會下去ciong"
408	頭	8	siong	siong7	7	十五音聲調	下去	"1-468 頭0008 siong""# 3-63 恭時下去siong"
408	用	113	iong	iong7	7	十五音聲調	下去	"3-808 用0113 iong""# 3-63 恭英下去liong"
408	督	3	tok	tok4	4	十五音聲調	上入	"7-2-1812 督0003 tok""# 2-29 公地上入tok"
408	篇	16	tok	tok4	4	十五音聲調	上入	"4-2495 篇0016 tok""# 2-29 公地上入tok"
408	毒	2	tok	tok8	8	十五音聲調	下入	"7-3-1821 毒0002 tok""# 2-41 公地下入tok"
408	截	1	tokio	tokio8	8	十五音聲調	下入	7-1-689 截0001 tokio 241 公地下入tok
408	告	2	khok	khok4	4	十五音聲調	上入	5-3-393 告0002 khok* 2-29 公去上入khok
408	括	4	khok	khok4	4	十五音聲調	上入	"6-11-1381 括0004 khok"" 2-29 公去上入khok"
408	酷	2	khok	khok4	4	十五音聲調	上入	"7-4-2471 酷0002 khok""# 2-29 公去上入khok"
408	沃	2	ak	ak4	4	十五音聲調	上入	"7-4-6154 沃0002 ak"" 5-9 江英上入ak"""
408	鴿	6	khok	khok8	8	十五音聲調	下入	"7-3-5117 鸽0006 khok*"" 2-43 公语下入gok"
408	離	1	ciak	tsiak8	8	十五音聲調	下入	"7-3-656 离0001 ciak""# 2-41 公地下入tok →t→ok-8"
408	曲	9	khiok	khiok4	4	十五音聲調	上入	42665 曲0009 3-56 恭去上入khiok
408	玉	81	giok	giok8	8	十五音聲調	下入	"5-14-766 玉0081 giok""# 3-66 恭语下入 giok"
409	猛	12	gak	gak8	8	十五音聲調	下入	"7-1-448 猛0012 gak""# 3-66 恭语下入 701--"
409	爆	4	ciak	tsiak4	4	十五音聲調	上入	"7-1-2302 爆0004 ciak""# 3-56 恭鲁上入 ciok"
409	威	3	ciak	tsiak4	4	十五音聲調	上入	"6-2-2607 威0003 ciak""# 3-56 恭誉上入 ciok 701--"
409	闊	3	chiok	tshiok4	4	十五音聲調	上入	"7-4-4274 阔0003 chiok"" 3-58 恭出上入 chiok"
409	束	8	sok	sok4	4	十五音聲調	上入	"5-5-238 束0008 sok"" 2-30 公時上入|sok"
409	蜀	11	siok	siok8	8	十五音聲調	下入	"7-1-887 蜀0011 siok""# 3-65 恭時下入siok"
409	屋	19	siok	siok8	8	十五音聲調	下入	"7-3-2266 屋0019 siok""# 3-65 恭時下入siok"
409	旭	1	hiok	hiok4	4	十五音聲調	上入	"7-2-172 旭0001 hiok"" 3-58 恭喜上入hiok'"
409	浴	5	iok	iok8	8	十五音聲調	下入	"2-892 浴0005 iok""# 3-66 恭英下入iok"
409	欲	177	iok	iok8	8	十五音聲調	下入	"1-249 欲0177 iok""# 3-66 恭英下入iok"
409	悠	5	iok	iok8	8	十五音聲調	下入	"7-3-1134 悠0005 iok""# 3-66 恭英下入iok"
409	鴿	2	iok	iok8	8	十五音聲調	下入	"7-4-5357 鸽0002 iok""# 3-66 恭英下入iok"
409	緣	8	liok	liok8	8	十五音聲調	下入	"7-3-2387 緣0008 liok""# 3-64 恭柳下入liok"
409	綠	6	lok	lok8	8	十五音聲調	下入	"1-948 绿0006 lok""# 3-64 恭柳下入liok -iok"
409	第	1	lok	lok8	8	十五音聲調	下入	"7-3-5713 第0001 lok""# 3-64 恭柳下入liok"
409	辱	15	jiok	jiok8	8	十五音聲調	下入	"6-3-1708 辱0015 jiok""# 3-65 恭入下入jiok"
409	尊	1	jok	jok8	8	十五音聲調	下入	7-1-1926 尊0001 3-65 恭入下入jok
409	得	1	jiok	jiok8	8	十五音聲調	下入	"7-2-6688 得0001 jiok""# 3-65 恭入下入ljiok"
409	足	139	ciok	tsiok4	4	十五音聲調	上入	2-860 足0139 #7013 3-56 恭誉上入|ciok
409	促	3	chiok	tshiok4	4	十五音聲調	上入	"7-3-6281 促0003 chiok""# 3-58 恭出上入chiok"
409	粟	27	chiok	tshiok4	4	十五音聲調	上入	"5-6-109 粟0027 chiok""# 3-57 恭时上入|siok"
409	籟	6	siok	siok8	8	十五音聲調	下入	"2-868 籁0006 siok""# 3-65 恭時下入[siok"
409	俗	13	s	s8	8	十五音聲調	下入	2-932 俗0013 #,701S 3-65 恭時下入|siok
409	邦	55	pang	pang1	1	十五音聲調	上平	"3-376 邦0055 pang""# 5-1 江逐上平pang"
409	逢	1	hong	hong5	5	十五音聲調	下平	6-8-936 逢0001 hong 2-36 公喜下平hong
409	魔	2	bang	bang5	5	十五音聲調	下平	"7-2-6720 魔0002 bang"" 5-11 江門下卒bang"
409	江	26	kang	kang1	1	十五音聲調	上平	"6-5-1574 江0026 kang""# 5-1 江求上卒kang"
409	槓	1	kong	kong1	1	十五音聲調	上平	"6-8-108 杠0001 kong"" 5-1 江求上平kang -ang"
409	雙	6	siang	siang1	1	十五音聲調	上平	"7-1-2429 雙006 siang"" 2-20 公時上卒[song -ong"
409	蚌	2	pangi	pangi7	7	十五音聲調	下去	7-2-4706 蚌0002 pangi 5-12 江逐下去pang
409	項	11	hang	hang7	7	十五音聲調	下去	"7-2-678 项0011 hang""# 5-13 江喜下去hang"
409	撞	1	tong	tong7	7	十五音聲調	下去	"7-3-4856 撞0001 tong"" 2-38 公地下去tong"
409	降	13	kang	kang3	3	十五音聲調	上去	"6-2-692 降0013 kang""# 5-5 江求上去|kang"
409	釋	4	kang	kang3	3	十五音聲調	上去	2-783 释0004 kang 5-5 江求上去kang
409	澤	4	kang	kang3	3	十五音聲調	上去	"6-6-1752 泽0004 kang"" 5-5 江求上去kang"
409	巷	3	hang	hang7	7	十五音聲調	下去	"5-6-355 巷0003 hang""# 5-13 江喜下去hang"
410	爆	1	ph	ph8	8	十五音聲調	下入	7-1-1600 爆0001 poki0 241 公頭下入phok ph
410	到	1	pak	pak4	4	十五音聲調	上入	7-2-5486 到0001 5-7 江上入pak *ak
410	璞	4	phok	phok4	4	十五音聲調	上入	"74-2074 璞0004 phok""# 2-29 公颇上入phok"
410	邀	2	biau	biau2	2	十五音聲調	上上	"2-644 邀0002 biau""# 3-23 婚門上上biau?"
