d_page	han	count	roman_raw	code	tone	tone_src	sni	raw
430	登	2	bok	bok7	7	十五音聲調	下去	"7-4 4644 登0002 bok""# 6-29 岛胃下去bu'"
430	往	2	cu	tsu3	3	十五音聲調	上去	1-454 往0002 [6-21 锯會上去|cu
430	句	18	bku	bku3	3	十五音聲調	上去	"7-3-2921 句0018 B ku""# 6-20 据求上去ku"
430	屢	10	k	k3	3	十五音聲調	上去	"6-5-1125 屡0010 k""# 6-57 居求上去"
430	寓	3	e	e7	7	十五音聲調	下去	1-481 寓003 6-75 居語下去e
430	注	5	cu	tsu3	3	十五音聲調	上去	"7-3-542 注0005 cu""# 6-21 锯鲁上去cu"
430	鑄	4	eu	eu3	3	十五音聲調	上去	7-3-4805 铸0004 [6-21 据鲁上去eu
430	澎	1	su	su3	3	十五音聲調	上去	"7-1-184 澎0001 su""# 6-21 锯會上去|cu"" ~C-+3"
430	樹	26	su	su7	7	十五音聲調	下去	"41782 樹0026 su""# 6-74 居時下去[si"
430	雨	4	u	u3	3	十五音聲調	上去	"7-34677 雨0004 u"" 6-60 居英上去"
430	覆	11	j	j5	5	十五音聲調	下平	"7-1-3881 覆0011  j""# 6-67 居入下卒册"
430	足	3	cu	tsu3	3	十五音聲調	上去	"7-1-618 足0003 3 cu""# [6-21 锯鲁上去|cu'"
430	娶	13	chi	tshi3	3	十五音聲調	上去	"6-7-2238 娶0013 chi""# 6-60 居出上去lchi"
430	趙	1	chi	tshi3	3	十五音聲調	上去	"3-2123 赵0001 chi""# 6-60 居出上去|chi"
430	裕	5	ju	ju7	7	十五音聲調	下去	"1-1210 裕0005 ju"" 6-73 居入下去成"
430	篇	1	iak	iak8	8	十五音聲調	下入	742572 篇0001 4 48 姜英下入iak -iak
431	臺	5	tai	tai5	5	十五音聲調	下平	"7-1-3076 台0005 tai""# 4-10 皆地下平tai?"
431	蜜	25	tai	tai5	5	十五音聲調	下平	"5-6-429 蜜0025 tai""# 4-10 皆地下卒tai° →-33"
431	眙	1	tai	tai1	1	十五音聲調	上平	"7-3-5595 眙0001 tai""# 4-2 皆他上平thai *th--1"
431	第	20	khai	khai1	1	十五音聲調	上平	"7-1-14 第0020 khai""# 4-2 皆去上平[khai"
431	裁	1	cais	tsais1	1	十五音聲調	上平	4-3241 裁0001 cai's 4-2 皆鲁上平|cai
431	炎	11	cai	tsai1	1	十五音聲調	上平	"6-1-2001 炎0011 cai""# 4-2 皆上卒|cai"
431	哉	174	cai	tsai1	1	十五音聲調	上平	"5-17-514 哉0174 cai""# 4-2 皆鲁上平|cai"
431	裁	4	cai	tsai1	1	十五音聲調	上平	"4-1373 裁0004 cai"" 4-2 皆鲁上平|cai"
431	猜	1	chai	tshai1	1	十五音聲調	上平	"7-4-4282 猜0001 chai"" 43 皆出上卒 F|chai"
431	材	8	cai	tsai5	5	十五音聲調	下平	"7-4-5683 材0008 cai""# 4-10 皆鲁下平|eai"
431	財	38	cai	tsai5	5	十五音聲調	下平	"3-1630 財0038 cai""# 4-10 皆鲁下平cai"
431	裁	5	chai	tshai5	5	十五音聲調	下平	"5-5-707 裁0005 chai"" 4-10 皆鲁下平cai"
431	線	2	chai	tshai5	5	十五音聲調	下平	7-4-619 线0002 chai3 4-11 皆出下平chai?
431	夏	34	e	e1	1	十五音聲調	上平	5-3-687 夏0034 #,[e 4-3 皆英上平ai
431	咳	2	hai	hai3	3	十五音聲調	上去	"7-4-766 咳0002 hai"" 4-7 皆去上去khai"
431	孩	1	hai	hai5	5	十五音聲調	下平	"6-13-592 孩0001 hai"" 4-11 皆喜下卒hai"
431	徠	1	lai	lai5	5	十五音聲調	下平	"7-2-2818 徕0001 lai""# 4-9 皆柳下卒[lai"
431	萊	9	lai	lai5	5	十五音聲調	下平	"6-7-1616 莱0009 lai""# 4-9 皆柳下卒[lai"
431	佛	1	pai	pai5	5	十五音聲調	下平	7-3-235 佛0001 pai 4-9 皆逐下卒pai
431	排	1	paijy	paijy5	5	十五音聲調	下平	6-5-1568 排0001 paijy 4-9 皆逐下卒pai
431	埋	1	bai	bai5	5	十五音聲調	下平	"7-2-4006 埋0001 bai""# 4-11 皆胃下卒bai"
431	皆	184	kai	kai1	1	十五音聲調	上平	"4-521 皆0184 kai""# 4-1 皆求上卒kai"
431	偕	5	kai	kai1	1	十五音聲調	上平	"6-3-2649 偕0005 kai""# 4-1 皆求上平[kai"
431	陷	15	kai	kai1	1	十五音聲調	上平	"5-15-867 陷0015 kai""# 4-1 皆求上卒kai"
431	寳	6	cai	tsai1	1	十五音聲調	上平	"7-2-2123 寳0006 cai""# 4-2 皆鲁上卒|cai"
431	豺	2	chais	tshais5	5	十五音聲調	下平	6-7-1742 豺0002 chais 4-11 皆出下卒|chais
431	莜	5	hai	hai5	5	十五音聲調	下平	"7-2-5612 莜0005 hai""# 4-11 皆喜下卒hai"
431	批	1	phue	phue1	1	十五音聲調	上平	"7-1-3836 批0001 phue"" 3-37 稻颜上平phe' -*e"
431	送	2	be	be5	5	十五音聲調	下平	7-4-3720 送0002 3-45 稻門下卒[be
431	低	3	te	te1	1	十五音聲調	上平	7-2-106 低0003 3-37 稽地上平te
431	提	9	the	the5	5	十五音聲調	下平	"7-3-4380 提0009 the""# 3-44 稽他下卒the"
431	蹄	1	te	te5	5	十五音聲調	下平	"6-5-1519 蹄0001 te""# 3-44 稽地下卒te"
431	題	7	te	te5	5	十五音聲調	下平	"6-14-1567 题0007 te""# 13-44 陷地下平te"
431	蹄	2	this	this5	5	十五音聲調	下平	7-4-3035 蹄0002 this 6-66 居他下卒thi
432	泥	2	linn	linn5	5	十五音聲調	下平	7-1-1166 泥0002 7-48 柜柳下平[ linn }→inn
432	嵇	4	khe	khe1	1	十五音聲調	上平	"7-2-2680 嵇0004 Khe""# 3-36 稽求上平ke"
432	稽	5	khe	khe1	1	十五音聲調	上平	"7-1-4635 稽0005 khe""# 3-36 稽求上平ke°"
432	雞	40	ke	ke1	1	十五音聲調	上平	"5-17-124 雞0040 ke""# 3-36 稻求上平ke'"
432	溪	3	khe	khe1	1	十五音聲調	上平	"2-530 溪0003 khe"" 3-37 稽去上平khe'"
432	豁	1	khe	khe1	1	十五音聲調	上平	"6-4112 豁0001 Khe"" 3-37 稽去上卒khe'"
432	倪	1	ge	ge2	2	十五音聲調	上上	"6-2-2229 倪0001 ge""# 3-40 增籍上上ge"
432	霓	2	ge	ge5	5	十五音聲調	下平	6-2-2110 霓0002 3-45 稽语下平ge'
432	皖	1	ge	ge5	5	十五音聲調	下平	"5-2-513 皖0001 ge"" 3-45 稽语下平|ge"
432	寬	2	ge	ge5	5	十五音聲調	下平	"7-4-5893 宽0002 ge""# 3-45 稽语下平ge 15"
432	妻	69	che	tshe1	1	十五音聲調	上平	"5-16-829 妻0069 che""# 3-38 稽出上卒|che'"
432	悽	2	che	tshe1	1	十五音聲調	上平	7-1-2599 凄0002 3-38 稽出上平[che -ch
432	膏	135	ce	tse5	5	十五音聲調	下平	"7-3-5149 膏0135 ce""# 3-44 稽會下平|ce"
432	清	1	ce	tse5	5	十五音聲調	下平	7-2-6116 清0001 ce'* 3-44 鳍鲁下平ce'
432	西	51	se	se1	1	十五音聲調	上平	1-696 西0051 3-38 稽時上卒[se'
432	樓	4	se	se1	1	十五音聲調	上平	6-9-475 楼0004 3-38 稽時上卒[se'
432	犀	4	se	se1	1	十五音聲調	上平	"73-4037 犀0004 se""# 3-38 稽時上平[se'"
432	標	2	ses	ses1	1	十五音聲調	上平	5-14-927 标0002 ses 3-38 稽時上平[se'
432	分	20	he	he5	5	十五音聲調	下平	"3-500 分0020 he"" 3-45 稽喜下平,he'"
432	笑	50	he	he5	5	十五音聲調	下平	"6-9-2493 笑0050 he""# 3-45 稽喜下平he"
432	溪	2	khe	khe5	5	十五音聲調	下平	"7-4-5789 溪0002 khe""# 3-45 稽喜下卒he' h→5"
432	侯	2	he	he5	5	十五音聲調	下平	6-2-2137 侯0002 he' 3-45 稽喜下卒|he'
432	黎	11	le	le5	5	十五音聲調	下平	2-115 黎0011 le' 3-43 稽柳下平[le
432	蔡	3	le	le5	5	十五音聲調	下平	"7-3-2308 蔡0003 le""# 3-43 稽柳下卒[le'"
432	倍	20	pue	pue7	7	十五音聲調	下去	"3-1448 倍0020 pue""# 5-74 格遗下去pue'"
432	待	43	thai	thai7	7	十五音聲調	下去	"7-2-6038 待0043 thai""# 4-13 皆他下去thai"
432	息	3	tai	tai7	7	十五音聲調	下去	"7-2-494 息0003 tai""# 4-12 皆地下去tai"
432	殆	11	tai	tai7	7	十五音聲調	下去	"5-2-329 殆0011 tai"" 4-12 皆地下去tai"
432	追	3	taj	taj7	7	十五音聲調	下去	1-703 追0003 taj 4-12 皆地下去|tai
432	乃	118	nai	nai2	2	十五音聲調	上上	"5-16-34 乃0118 nai""# 7-112 阴柳上上 lainn' -}→ainn"
432	改	34	kai	kai2	2	十五音聲調	上上	"1-738 改0034 kai""# 44 皆求上上kai"
432	宰	38	cais	tsais2	2	十五音聲調	上上	7-1-3945 宰0038 cai's 45 皆鲁上上|cai?
432	朵	9	chai	tshai2	2	十五音聲調	上上	"7-2-996 朵009 chai""# 4-5 皆出上上|chai?"
432	彩	5	chai	tshai2	2	十五音聲調	上上	"7-1-2774 彩0005 chai""# 4-5 皆出上上chai"
432	深	1	chai	tshai2	2	十五音聲調	上上	7-2-911 深0001 chai 4-5 皆出上上chai
432	矯	3	chai	tshai2	2	十五音聲調	上上	"2-438 矫0003 chai"" 4-5 皆出上上chai?"
432	在	179	cai	tsai7	7	十五音聲調	下去	"5-1-302 在0179 cai""# 4-13 皆鲁下去cai"
432	海	54	hai	hai2	2	十五音聲調	上上	"4-2986 海0054 hai""# 4-6 皆喜上上hai?"
432	亥	1	hai	hai7	7	十五音聲調	下去	"6-10-929 亥0001 hai"" 4-14 皆喜下去|hai"
433	骸	3	hai	hai2	2	十五音聲調	上上	2-901 骸0003 hai 4-6 皆喜上上hai -2
433	米	11	bi	bi2	2	十五音聲調	上上	"6-5-670 米0011 bi""# 6-55 居門上上bi"
433	底	7	ti	ti2	2	十五音聲調	上上	"6-10-2229 底0007 ti""# 6-52 居地上上"
433	強	1	te	te2	2	十五音聲調	上上	"6-9-468 强0001 te"" 6-52 居地上上"
433	路	12	khe	khe2	2	十五音聲調	上上	"2-444 路0012 khe""# 3-39 稽去上上khe"
433	黎	1	khe	khe2	2	十五音聲調	上上	"7-4-864 黎0001 khe""# 3-39 稽去上上khe?"
433	弟	104	te	te7	7	十五音聲調	下去	"1-123 弟0104 te""# 3-46 稽地下去te"
433	佛	4	te	te7	7	十五音聲調	下去	"6-1-596 佛0004 te""# 3-46 稽地下去te'"
433	濟	2	ce	tse2	2	十五音聲調	上上	"7-2-7023 济0002 ce""# 3-40 稻鲁上上ce"
433	江	3	che	tshe2	2	十五音聲調	上上	"6-5-2441 江0003 che""# 3-40 稳出上上che'"
433	洗	6	sien	sien2	2	十五音聲調	上上	"7-1-1503 洗0006 sien"" 1-26 整時上上sien"
433	酒	3	se	se3	3	十五音聲調	上去	"7-2-3865 酒0003 se""# 1-78 嘉時上去se -*3"
433	福	199	le	le2	2	十五音聲調	上上	"1-444 福0199 le""# 3-39 稽柳上上le"
433	酸	5	le	le2	2	十五音聲調	上上	"7-3-2900 酸0005 le""# 3-39 稽柳上上le"
433	戴	14	tai	tai3	3	十五音聲調	上去	"1-453 戴0014 tai""# 4-7 皆地上去tai"
433	熊	7	thai	thai3	3	十五音聲調	上去	"7-2-3801 熊0007 thai""# 4-7 皆他上去|thai"
433	代	29	tai	tai7	7	十五音聲調	下去	"1-747 代0029 tai""# 4-12 皆地下去tai"
433	岱	1	tai	tai7	7	十五音聲調	下去	"2-620 岱0001 tai""# 4-12 皆地下去|tai"
433	袋	1	tai	tai7	7	十五音聲調	下去	"7-3-2722 袋0001 tai""# 4-12 皆地下去tai"
433	速	5	tai	tai7	7	十五音聲調	下去	"4-1662 速0005 tai""# 4-12 皆地下去tai"
433	耐	1	lainn	lainn7	7	十五音聲調	下去	7-2-4744 耐0001 7-118 胃柳下去lainn -}-ainn
433	再	15	cai	tsai3	3	十五音聲調	上去	"7-1-2382 再0015 cai""# 4-8 皆鲁上去cai"
433	載	29	cai	tsai3	3	十五音聲調	上去	"4-3544 载0029 cai""# 4-8 皆含上去|cai"
433	茶	5	chai	tshai3	3	十五音聲調	上去	"7-3-2472 茶0005 chai""# 4-9 皆出上去|chai"
433	塞	3	sai	sai3	3	十五音聲調	上去	"7-1-1587 塞0003 sai""# 4-8 皆時上去sai"
433	愛	82	ai	ai3	3	十五音聲調	上去	"3-1046 爱0082 ai""# 4-8 皆英上去ai"
433	介	6	kai	kai3	3	十五音聲調	上去	"6-9-2035 介0006 kai""# 4-6 皆求上去|kai"
433	戒	21	kai	kai3	3	十五音聲調	上去	"5-16-500 戒0021 kai""# 4-6 皆求上去kai"
433	芥	5	kai	kai3	3	十五音聲調	上去	"6-8-193 芥0005 kai""# 4-6 皆求上去|kai"
433	界	6	kai	kai3	3	十五音聲調	上去	"6-4-106 界0006 kai""# 4-6 皆求上去kai"
433	誠	1	hai	hai3	3	十五音聲調	上去	"2-708 誠0001 hai""# 4-7 皆求上去kai --3"
433	沒	2	sai	sai3	3	十五音聲調	上去	"4-1826 没0002 sai""# 4-8 皆時上去sai"
433	裁	2	hai	hai7	7	十五音聲調	下去	"6-5-1328 裁0002 hai"" 4-14 皆喜下去hai"
434	揭	1	khe	khe3	3	十五音聲調	上去	"5-14-1171 揭0001 khe""# 6-58 居去上去khi"
434	制	23	ce	tse3	3	十五音聲調	上去	"1-915 制0023 ce""# 6-59 居鲁上去[ci3"
434	雙	5	ce	tse3	3	十五音聲調	上去	"7-2-3849 双0005 ce""# 6-59 居替上去[ci"
434	世	110	si	si3	3	十五音聲調	上去	"43233 世0110 si""并 6-59 居時上去[si"
434	勢	21	si	si3	3	十五音聲調	上去	"6-3-357 势0021 si""# 6-59 居時上去[si"
434	黃	1	se	se3	3	十五音聲調	上去	"7-2-7000 黄0001 se"" 16-59 居時上去[si"
434	逝	5	si	si7	7	十五音聲調	下去	"6-9-579 逝0005 si""# 6-73 居时下去[si"
434	茲	1	si	si7	7	十五音聲調	下去	"7-4-2084 兹0001 si""# 6-74 居時下去[si"
434	誓	8	si	si7	7	十五音聲調	下去	7-3-769 誓0008 si°# 6-74 居時下去[si
434	晚	2	si	si7	7	十五音聲調	下去	"7-4 4576 晚0002 si""# 6-74 居時下去[si"
434	廈	12	le	le7	7	十五音聲調	下去	"5-7-870 厦0012 le""并 3-45 稽柳下去le?"
434	瘦	1	ie	ie7	7	十五音聲調	下去	"7-4-5442 瘦0001 Ie"" 3-46 稽柳下去le'"
434	例	2	le	le7	7	十五音聲調	下去	"7-4-2775 例0002 le""# 6-71 居柳下去"
434	陰	5	pi	pi3	3	十五音聲調	上去	"6-6-1483 阴0005 pi"" 6-57 居逐上去pi"
434	娶	6	phis	phis3	3	十五音聲調	上去	6-2-2709 娶0006 phi's 6-57 居逐上去pi p-3
434	脾	1	phe	phe2	2	十五音聲調	上上	7-3-577 脾0001 3-39 稽顔上上phe? *ph-→e-2
434	帝	66	te	te3	3	十五音聲調	上去	"1-540 帝0066 te""# 3-41 稽地上去|te’"
434	沸	2	the	the3	3	十五音聲調	上去	"6-7-746 沸0002 the"" 3-42 稽他上去|the"""
434	替	1	the	the3	3	十五音聲調	上去	"7-3-4112 替0001 the""# 3-42 稽他上去|the'"
434	第	63	te	te7	7	十五音聲調	下去	"7-3-3265 第0063 te""# 3-46 稽地下去te'"
434	橡	3	te	te7	7	十五音聲調	下去	5-9-785 橡0003 te 3-46 稽地下去te
434	締	1	the	the3	3	十五音聲調	上去	"7-2-2905 缔0001 the""# 3-41 稽地上去te?"
434	帝	4	the	the7	7	十五音聲調	下去	"7-3-6148 帝0004 the""# 3-46 稽地下去|te t→7"
434	泥	1	ni	ni7	7	十五音聲調	下去	"5-19-141 泥0001 ni""# 7-50 柳下去[linn }→inn→7"
434	保	15	he	he7	7	十五音聲調	下去	"6-2-2179 保0015 he"" 3-48 稽喜下去|he'"
434	線	26	ke	ke3	3	十五音聲調	上去	"1-681 线0026 ke""# 3-41 稽求上去ke'"
434	契	1	khe	khe3	3	十五音聲調	上去	"7-2-3310 契0001 Khe""# 6-58 居去上去|khi"""
434	棄	9	ge	ge7	7	十五音聲調	下去	"6-8-941 弃0009 ge""# 3-48 稽語下去ge"
434	院	4	ge	ge2	2	十五音聲調	上上	"7-3-578 院0004 ge""# 3-40 稽语上上ge?"
434	清	16	ce	tse3	3	十五音聲調	上去	"7-3-3376 清0016 ce""# 342 稽曾上去|ce'"
434	翼	1	ce	tse3	3	十五音聲調	上去	"7-3-681 翼0001 ce"" 3-42 稽鲁上去|ce”"
434	妻	7	che	tshe3	3	十五音聲調	上去	"5-5-27 妻0007 che"" 3-43 稽出上去|che"
434	籍	6	se	se3	3	十五音聲調	上去	"5-10-313 籍0006 se""# 342 稽時上去[se'"
434	系	1	he	he7	7	十五音聲調	下去	"1-531 系0001 he""# 3-48 稽喜下去he'"
435	款	2	le	le7	7	十五音聲調	下去	"2-484 款0002 le""# 3-46 格柳下去le"
435	液	2	ni	ni7	7	十五音聲調	下去	5-15-737 液0002 ni 7-50 危柳下去linn -}→inn
435	杯	6	pue	pue1	1	十五音聲調	上平	"7-2-3044 杯0006 pue""# 5-62 格逐上卒[pue!"
435	梧	6	pue	pue1	1	十五音聲調	上平	6-11-16 梧0006 5-62 格逐上平pue
435	律	1	paj	paj5	5	十五音聲調	下平	2-981 律0001 paj 4-9 皆逐下平[pai
435	培	2	pue	pue5	5	十五音聲調	下平	"4-1375 培0002 pue"" 5-71 给逐下平pue"
435	裴	4	phue	phue5	5	十五音聲調	下平	7-1-3963 裴0004 phue 5-71 格逐下至pue
435	枚	1	mai	mai5	5	十五音聲調	下平	7-1-4438 枚0001 mai' 5-73 格下卒[bue' -b-ue
435	梅	8	bue	bue5	5	十五音聲調	下平	"7-2-2460 梅0008 bue""# 5-73 格門下卒bue'"
435	媒	4	muai	muai5	5	十五音聲調	下平	6-6-644 媒0004 muai 5-73 給门下卒bue ->b->ue
435	顧	4	tue	tue5	5	十五音聲調	下平	"7-2-4768 顾0004 tue""# 5-71 瀚地下平|tue"
435	魅	1	tue	tue5	5	十五音聲調	下平	"5-7-474 魅0001 tue""# 5-71 瀚地下平tue"
435	恢	2	hue	hue1	1	十五音聲調	上平	"7-2-202 恢0002 hue"" 5-62 裕去上卒(khue'"
435	盛	1	khue	khue1	1	十五音聲調	上平	"7-3-3790 盛0001 Khue""# 5-62 榆去上平khue'"
435	款	1	khue	khue1	1	十五音聲調	上平	"7-3-1772 款0001 khue"" 5-62 格去上平khue"
435	魁	4	khue	khue1	1	十五音聲調	上平	"1-1072 魁0004 khue"" 5-62 检去上平(khue'"
435	克	1	gwi	gwi5	5	十五音聲調	下平	7-2-7026 克0001 gwi 1-68 规语下卒gui
435	崔	8	chui	tshui1	1	十五音聲調	上平	"5-5-580 崔0008 chui"" 1-60 规出上平|chui"
435	催	2	chui	tshui1	1	十五音聲調	上平	"2-948 催0002 chui""# 1-60 规出上卒chui"
435	摧	6	chui	tshui1	1	十五音聲調	上平	"7-2-3893 摧0006 chui""# 1-60 规出上卒chui"
435	灰	3	hu	hu1	1	十五音聲調	上平	"7-2-1607 灰0003 hu""# 5-64 龄喜上卒hue -""ue"
435	回	28	hue	hue5	5	十五音聲調	下平	"5-5-273 回0028 hue""# 5-73 检喜下卒hue"
435	街	2	hue	hue5	5	十五音聲調	下平	"2-982 街0002 hue""# 5-73 喜下平hue"
435	通	3	hue	hue5	5	十五音聲調	下平	"2-554 通0003 hue'"" 5-73 喜下平hue"
435	雷	15	lui	lui5	5	十五音聲調	下平	"5-10-599 雷0015 lui""# 1-66 规柳下卒[ui"
435	淮	7	huais	huais5	5	十五音聲調	下平	6-6-1786 淮0007 huais 2-51 乖喜下卒huai
435	濠	34	huai	huai5	5	十五音聲調	下平	"5-17-842 濠0034 huai""# 2-51 乖喜下平huai"""
435	圭	7	ke	ke1	1	十五音聲調	上平	"5-10-174 圭0007 ke""# 1-58 规求上卒kui"
435	找	2	he	he5	5	十五音聲調	下平	"7-3-216 找0002 he"" 3-45 稻喜下平he"
435	每	13	mui	mui2	2	十五音聲調	上上	7-3-3573 每0013 mui 5-65 给門上上buc? *b-*ue
435	晚	4	bue	bue2	2	十五音聲調	上上	6-3-2564 晚0004 5-65 输上上[bue? -b→ue
435	段	7	lue	lue2	2	十五音聲調	上上	5-15-692 段0007 lue'? 5-64 恰柳上上[ue'
435	俄	1	khuis	khuis2	2	十五音聲調	上上	7-4-2237 俄0001 khuis 1-61 规去上上khui?
435	軍	61	cue	tsue7	7	十五音聲調	下去	"2-100 军0061 cue""# 5-75 格合下去|cue'"
436	僵	1	lui	lui2	2	十五音聲調	上上	7-4-2238 僵0001 lui*# 1-60 [规柳上上ui
436	背	5	pue	pue3	3	十五音聲調	上去	"7-4-5767 背0005 pue""# 5-66 检逐上去pue"
436	配	16	phue	phue3	3	十五音聲調	上去	"7-2-3260 配0016 phue""# 5-67 枪颇上去phue'"
436	李	1	pue	pue7	7	十五音聲調	下去	"7-1-742 李0001 pue"" 5-74 检逐下去pue”"
436	佩	4	pue	pue7	7	十五音聲調	下去	"5-10-271 佩0004 pue""# 5-74 檐逐下去ue'"
436	背	4	pue	pue7	7	十五音聲調	下去	7-4-5742 背0004 pue! 5-74 检逻下去pue'
436	停	6	pue	pue7	7	十五音聲調	下去	"3-1667 停0006 pue""# 5-74 检逐下去pue'"
436	琢	1	pue	pue7	7	十五音聲調	下去	"7-4-6215 琢0001 pue"" 5-74 检逐下去hue'"
436	味	3	mai	mai4	4	十五音聲調	上入	"7-4-3481 味0003 mai""# 8-39 糜上入[buennh' →b→uennh-4"
436	封	85	tui	tui3	3	十五音聲調	上去	"5-7-391 封0085 tui""# 1-64 规地上去|tui"
436	退	37	thue	thue3	3	十五音聲調	上去	"2-380 退0037 thue""# 5-67 检他上去|thue'"
436	院	4	tui	tui7	7	十五音聲調	下去	"4-3721 院0004 tui""# 1-70 规地下去|tui"
436	內	38	lue	lue7	7	十五音聲調	下去	"6-6-1278 内0038 lue""# 5-74 检柳下去lue'"
436	琥	1	te	te3	3	十五音聲調	上去	"7-3-5763 琥0001 te""# 2-48 乖去上去khuai →kh→uai"
436	宰	1	sue	sue3	3	十五音聲調	上去	7-2-4540 宰0001 5-68 檐時上去sue -s-ue
436	碎	1	chui	tshui3	3	十五音聲調	上去	"7-4-948 碎0001 chui"" 1-65 规出上去|chui"""
436	梅	8	hue	hue3	3	十五音聲調	上去	"4737 梅0008 hue""# 5-68 检喜上去bue"
436	海	2	hue	hue3	3	十五音聲調	上去	"7-1-2061 海0002 hue""# 5-68 恰喜上去hue'"
436	渡	1	hue	hue7	7	十五音聲調	下去	"7-4-2325 渡0001 hue""# 5-76 檐喜下去|hue'"
436	拜	17	pai	pai3	3	十五音聲調	上去	"2-876 拜0017 pai""# 4-6 皆逐上去pai"
436	怪	7	kuai	kuai3	3	十五音聲調	上去	"4-698 怪0007 kuai""# 2-48 乖求上去;kuai"
436	翼	1	hue	hue7	7	十五音聲調	下去	7-2-4763 翼0001 hue! 5-76 繪喜下去hue'
436	墩	2	huai	huai7	7	十五音聲調	下去	"5-17-749 墩0002 huai""# 2-55 乖喜下去huai"
436	緞	1	chuat	tshuat3	3	十五音聲調	上去	"7-4-5500 缎0001 chuat"" 5-67 格鲁上去|cue c-ue-3"
436	資	1	cue	tsue3	3	十五音聲調	上去	"7-2-4220 资0001 Cue"" 5-67 检鲁上去|cue"
436	稅	6	sue	sue3	3	十五音聲調	上去	"6-3-1931 税0006 sue""# 5-68 检時上去sue"
436	説	9	sue	sue3	3	十五音聲調	上去	"1-618 説009 sue""# 5-68 检時上去|sue"""
436	銳	1	sue	sue3	3	十五音聲調	上去	7-2 4557 锐0001 Sue'! 5-68 格時上去sue'
436	衡	27	ue	ue7	7	十五音聲調	下去	"5-13-340 衡0027 ue""#” 5-75 檐英下去ue'"
436	構	1	jue	jue7	7	十五音聲調	下去	"7-3-819 构0001 jue"" 5-75 枪入下去|jue'"
436	桂	7	ku	ku3	3	十五音聲調	上去	"7-1-2351 桂0007 ku""# 1-64 规求上去kui"""
436	惠	41	hui	hui7	7	十五音聲調	下去	"2556 惠0041 hui""# 1-71 规喜下去hui"
436	慧	7	hui	hui7	7	十五音聲調	下去	"5-15-437 慧0007 hui""# 1-71 规喜下去hui"
436	蕙	2	hui	hui7	7	十五音聲調	下去	"7-2-1378 蕙0002 hui""# 1-71 规喜下去hui"
436	改	9	pai	pai7	7	十五音聲調	下去	"5-7-665 改009 pai""# 4-12 皆逻下去pai"
436	遵	6	mai	mai7	7	十五音聲調	下去	"7-2-1734 遵0006 mai""# 7-120 間下去bainn' -b→ainn"
437	快	3	khuai	khuai3	3	十五音聲調	上去	6-1-1838 快0003 khuai 2-48 乖去上去khuai
437	哈	4	kue	kue3	3	十五音聲調	上去	"6-4-1346 哈0004 kue""# 5-66 格求上去kue"
437	暇	1	cue	tsue3	3	十五音聲調	上去	"6-5-2436 暇0001 cue"" 5-67 格鲁上去cuc"
437	話	2	ua	ua7	7	十五音聲調	下去	"7-4-5512 话0002 ua""# 4-78 瓜英下去ua'"
437	佳	26	ka	ka1	1	十五音聲調	上平	"7-4-970 佳0026 ka""# 1-72 嘉求上平ke' -""e"
437	街	1	ke	ke1	1	十五音聲調	上平	"7-4-1381 街0001 ke"" 3-36 陷求上卒ke"
437	崖	2	gai	gai5	5	十五音聲調	下平	"7-2-3654 崖0002 gai""# 4-11 皆语下平lgai"
437	差	5	cha	tsha1	1	十五音聲調	上平	"6-10-766 差0005 cha""# 1-74 嘉出上平|che' -'e"
437	敘	5	che	tshe1	1	十五音聲調	上平	"7-2-6661 叙0005 che""# 4-3 皆出上平chai -ai"
437	柴	2	chai	tshai5	5	十五音聲調	下平	"5-11-464 柴0002 chai""# 4-11 皆出下平chai"
437	哇	1	ua	ua5	5	十五音聲調	下平	"6-6-2512 哇0001 Ua"" 4-76 瓜英下平ua"" ->5"
437	鞋	3	e	e5	5	十五音聲調	下平	"7-1-2424 鞋0003 e""# 3-44 稻英下卒e"
437	能	9	pa	pa7	7	十五音聲調	下去	"6-12-720 能0009 pa""# 6-41 逐逐下去pai"
437	翼	4	mai	mai2	2	十五音聲調	上上	7-1-3780 翼0004 mai 7-113 上上[bainn ->b-ainn
437	鷹	2	su	su7	7	十五音聲調	下去	"7-1-3237 鹰0002 su"" 4-13 皆鲁下去|cai C-*ai"
437	解	19	kai	kai2	2	十五音聲調	上上	"7-3-886 解0019 kai""# 44 皆求上上kai"
437	矮	1	ai	ai2	2	十五音聲調	上上	"7-2-5662 矮0001 ai""# 4-5 皆英上上ai"
437	蟹	2	hai	hai7	7	十五音聲調	下去	"7-1-3003 蟹0002 hai""# 4-14 皆喜下去hai"
437	沛	7	phai	phai3	3	十五音聲調	上去	"2-382 沛0007 phai"" 4-7 皆上去phai"
437	騏	1	pue	pue7	7	十五音聲調	下去	"7-4-4124 骐0001 pue""# 5-74 输逐下去pue"
437	帶	11	tai	tai3	3	十五音聲調	上去	"6-14-1446 带0011 tai""# 4-7 皆地上去tai"
437	太	85	thai	thai3	3	十五音聲調	上去	1-787 太0085 thai 4-7 皆他上去|thai
437	泰	26	thai	thai3	3	十五音聲調	上去	"5-7-564 泰0026 thai""# 4-7 皆他上去|thai"
437	大	339	tai	tai7	7	十五音聲調	下去	"4-814 大0339 tai""# 4-12 皆地下去|tai"
437	奈	1	nai	nai7	7	十五音聲調	下去	"2-60 奈0001 nai""# 7-118 雷下去lainn -}→ainn"
